Rooms,Type,Price,Bathroom,Landsize,YearBuilt,Regionname,h,t,u,Eastern Metropolitan,Eastern Victoria,Northern Metropolitan,Northern Victoria,South-Eastern Metropolitan,Southern Metropolitan,Western Metropolitan,Western Victoria
1,u,1050173.344955408,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
1,u,750000.0,1.0,0.0,1930.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,u,872000.0,0.0,0.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,u,765000.0,1.0,0.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
1,u,425000.0,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,h,1560000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,810000.0,1.0,613.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1422000.0,2.0,505.0,2013.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1050173.344955408,2.0,699.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1245000.0,1.0,64.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,t,1120000.0,2.0,521.0,1970.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
2,h,1430000.0,1.0,711.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1050173.344955408,1.0,473.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1345000.0,2.0,740.0,1950.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1050173.344955408,2.0,736.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,t,800000.0,3.0,242.0,2013.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
3,h,1050173.344955408,2.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,787500.0,1.0,556.0,1940.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,685000.0,1.0,293.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,t,652500.0,2.0,179.0,1995.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
5,h,1300000.0,2.0,616.0,1950.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,925000.0,2.0,544.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,t,730000.0,2.0,0.0,2015.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
2,u,520000.0,1.0,196.0,1998.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
7,h,1300000.0,2.0,614.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1050173.344955408,2.0,584.0,1950.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,810000.0,1.0,368.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
2,t,638500.0,2.0,521.0,1970.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
3,h,1050173.344955408,3.0,851.0,1940.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,t,970000.0,2.0,356.0,2011.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
3,t,1050173.344955408,2.0,521.0,1970.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
3,h,1110000.0,2.0,470.0,1968.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1115000.0,1.0,688.0,1950.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,820000.0,1.0,473.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,670000.0,1.0,587.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,1050173.344955408,2.0,910.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,645000.0,1.0,661.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,687000.0,1.0,684.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,333000.0,1.0,97.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,t,455000.0,2.0,738.0,2010.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,378000.0,1.0,215.0,1990.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,574.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,585000.0,1.0,605.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,585000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,662000.0,2.0,620.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,615000.0,1.0,650.0,1950.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,500000.0,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,650000.0,1.0,589.0,1961.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,665000.0,1.0,726.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,640000.0,1.0,592.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,526000.0,1.0,404.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,540000.0,1.0,614.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,540000.0,2.0,254.0,1990.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,t,1050173.344955408,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
4,h,1050173.344955408,2.0,678.0,1975.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,625000.0,1.0,585.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,681000.0,2.0,587.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,690000.0,2.0,576.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,1050173.344955408,1.0,167.0,1999.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,h,640000.0,1.0,720.0,1950.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,660000.0,1.0,622.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,783000.0,2.0,603.0,1940.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,1050173.344955408,1.0,584.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,635000.0,2.0,567.0,1950.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,593.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,550000.0,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,t,553500.0,2.0,280.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
2,u,460000.0,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,h,619000.0,1.0,640.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,1050173.344955408,1.0,249.0,1985.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,t,460000.0,1.0,314.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
4,h,1050173.344955408,1.0,424.0,1996.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,570500.0,2.0,430.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,t,1050173.344955408,2.0,148.0,2013.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
1,u,288000.0,1.0,69.0,1960.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
4,h,615000.0,2.0,476.0,1977.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,372.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,1050173.344955408,3.0,195.0,2005.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,751000.0,6.0,592.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,609000.0,1.0,528.0,1965.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,605000.0,1.0,531.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,691500.0,1.0,646.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,850000.0,1.0,604.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,760500.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,752500.0,1.0,0.0,1950.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,650000.0,1.0,602.0,1950.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,538000.0,1.0,789.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,750000.0,2.0,613.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,629.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,650000.0,1.0,725.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,622000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,624.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,771000.0,2.0,647.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,400000.0,1.0,285.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,527000.0,1.0,609.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,538000.0,2.0,217.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,860000.0,1.0,1075.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,515000.0,1.0,599.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,639.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,2.0,291.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,617000.0,1.0,540.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,550000.0,1.0,583.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,u,540000.0,2.0,209.0,1960.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,t,1050173.344955408,2.0,279.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,643000.0,1.0,701.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,631000.0,2.0,297.0,2012.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,782000.0,1.0,628.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,640000.0,1.0,533.0,1965.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,u,470000.0,0.0,261.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
4,h,700500.0,2.0,467.0,1997.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,532000.0,1.0,614.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,575000.0,1.0,621.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,1050173.344955408,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,619.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,562000.0,2.0,374.0,2005.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,620000.0,1.0,604.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,655000.0,1.0,664.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,581.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,1050173.344955408,1.0,248.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,652500.0,1.0,592.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,1010000.0,2.0,607.0,2015.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,480000.0,2.0,305.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,583.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,492000.0,1.0,208.0,2011.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
4,h,626000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,u,422500.0,2.0,195.0,2000.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
4,h,1050173.344955408,1.0,604.0,1980.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,1550000.0,1.0,432.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,1050173.344955408,1.0,0.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,2151000.0,1.0,780.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,1.0,246.0,1890.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,h,1140000.0,1.0,230.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,420000.0,1.0,0.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,t,1220000.0,2.0,166.0,1980.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
1,u,1050173.344955408,1.0,2705.0,2011.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,2875000.0,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
5,h,1050173.344955408,4.0,878.0,1935.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,h,3350000.0,1.0,826.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,665500.0,1.0,945.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,1865000.0,2.0,431.0,1950.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,259.0,1900.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1500000.0,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
3,u,875000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
5,h,1700000.0,3.0,431.0,1920.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,h,1050173.344955408,1.0,133.0,2006.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,671.0,1990.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1650000.0,2.0,302.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,410.0,1900.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1615000.0,3.0,459.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,544.0,1890.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,3.0,1115.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1600000.0,2.0,200.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1450000.0,2.0,466.0,1915.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
6,h,1050173.344955408,4.0,700.0,1940.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,490000.0,1.0,0.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,h,1050173.344955408,1.0,248.0,1930.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1410000.0,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1110000.0,2.0,94.0,2005.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
4,t,1425000.0,2.0,154.0,1998.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
5,h,1050173.344955408,3.0,628.0,2005.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,3100000.0,2.0,640.0,1907.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,h,1050173.344955408,1.0,273.0,1890.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,555000.0,1.0,0.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,887000.0,2.0,0.0,2001.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,1050173.344955408,1.0,249.0,1910.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1700000.0,2.0,646.0,1980.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
1,u,1050173.344955408,1.0,1786.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,h,1585000.0,1.0,390.0,1935.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,u,935000.0,2.0,144.0,1975.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,460000.0,1.0,0.0,1967.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,3050000.0,3.0,710.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1460000.0,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
1,u,365000.0,1.0,2274.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,550000.0,1.0,0.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,2800000.0,1.0,764.0,1940.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
1,u,320000.0,1.0,0.0,1965.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,t,1050173.344955408,2.0,887.0,1990.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
2,u,573000.0,1.0,0.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
1,u,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,820000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,u,1050173.344955408,1.0,0.0,1973.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,680000.0,1.0,0.0,1945.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,259.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1170000.0,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
5,h,2250000.0,2.0,452.0,1902.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,670000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,1050173.344955408,1.0,505.0,1950.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,2381000.0,2.0,457.0,1900.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,t,1738000.0,3.0,324.0,2002.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
2,h,1582000.0,2.0,358.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,u,735000.0,1.0,0.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,2920000.0,3.0,726.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,336.0,1920.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,1.0,339.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1920000.0,2.0,749.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1420000.0,1.0,362.0,1910.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,400000.0,1.0,0.0,1965.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,t,1790000.0,2.0,0.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
3,h,2100000.0,1.0,664.0,1930.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,1050173.344955408,1.0,662.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,h,1335000.0,1.0,229.0,1900.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1825000.0,2.0,431.0,1950.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
5,h,3210000.0,3.0,1011.0,1905.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,840000.0,1.0,150.0,1969.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,705000.0,2.0,78.0,2011.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,3310000.0,2.0,762.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,700.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,654.0,1980.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
5,h,3500000.0,2.0,1250.0,2000.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,444000.0,1.0,0.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,1538000.0,1.0,287.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1320000.0,2.0,213.0,1890.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1890000.0,1.0,477.0,1880.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1240000.0,2.0,155.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
5,h,1050173.344955408,4.0,563.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,733.0,1920.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,2450000.0,2.0,697.0,1905.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1590000.0,2.0,289.0,2010.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
1,u,375000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,948.0,1969.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,2450000.0,3.0,523.0,1955.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,3020000.0,2.0,832.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1625000.0,1.0,372.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
5,h,2775000.0,3.0,864.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,568000.0,1.0,0.0,1960.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,304.0,2000.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,706000.0,1.0,172.0,1960.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
5,h,2500000.0,3.0,757.0,1925.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,2350000.0,2.0,556.0,1900.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,h,1385000.0,1.0,326.0,1940.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,655250.0,1.0,1153.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
6,h,1666000.0,2.0,350.0,1900.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,229.0,1900.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
1,u,430000.0,1.0,2276.0,1950.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,h,1050173.344955408,1.0,283.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,570.0,1920.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,1050173.344955408,1.0,0.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,h,1050173.344955408,1.0,478.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,835000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,2040000.0,1.0,783.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,505000.0,1.0,0.0,1965.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,500000.0,1.0,3084.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,622000.0,1.0,0.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,571.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,650000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,648.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1650000.0,1.0,354.0,1900.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
