id,zipcode,sqft,bedrooms,bathrooms,floors,year_built,lot_size,garage_spaces,has_pool,has_fireplace,condition,heating_type,hoa_fee,days_on_market,walk_score,crime_rate,price,price_per_sqft,age,is_new
599,75001,1823,2,3.7,1,1962,11595,1,0,0,3,Solar,0.0,64,50.6,71.2,694034,380.71,63,0
600,75001,1580,2,2.1,1,1979,6424,1,0,0,2,Gas,0.0,111,63.2,52.1,623916,394.88,46,0
601,75010,2242,8,3.9,1,2010,8791,0,0,0,2,Electric,775.91,24,53.2,26.9,917721,409.33,15,0
602,75010,1505,2,3.6,1,1964,5635,1,0,0,4,Electric,0.0,146,70.7,37.1,663071,440.58,61,0
603,75013,2322,5,2.4,1,1957,8686,2,0,0,4,Gas,0.0,57,90.2,60.1,924988,398.36,68,0
604,75013,3408,3,2.7,1,2003,5215,3,0,0,3,Electric,0.0,29,95.5,30.0,1423563,417.71,22,0
605,75007,1067,1,2.7,1,2021,6531,1,0,0,5,Solar,0.0,26,77.2,33.9,368941,345.77,4,1
606,75009,577,3,3.5,2,1994,6226,1,0,0,3,Solar,0.0,137,66.0,10.2,227732,394.68,31,0
607,75007,1407,2,2.1,2,2017,11351,3,0,1,3,Electric,0.0,44,49.3,28.1,466123,331.29,8,0
608,75002,2446,8,2.8,1,1956,10185,2,0,1,3,Gas,0.0,119,76.2,49.0,857263,350.48,69,0
609,75006,1573,6,2.8,1,2016,5003,2,0,0,5,Electric,0.0,80,68.4,47.1,605914,385.2,9,0
610,75001,2346,3,2.8,2,1957,10024,1,1,0,4,Electric,0.0,141,74.1,25.5,773213,329.59,68,0
611,75010,2570,3,2.6,2,1984,5107,1,0,0,3,Gas,0.0,61,89.5,23.3,884818,344.29,41,0
612,75002,1849,4,2.3,1,1960,3381,1,0,0,4,Solar,0.0,32,59.1,47.0,597273,323.02,65,0
613,75007,2531,3,2.2,2,1982,6119,2,0,1,4,Gas,615.66,166,51.0,41.4,655072,258.82,43,0
614,75013,638,3,2.7,1,1956,8595,1,0,1,3,Gas,0.0,21,59.5,73.2,367895,576.64,69,0
615,75001,2501,4,2.5,1,1959,9091,2,0,1,2,Gas,0.0,154,94.0,0.0,837442,334.84,66,0
616,75002,2480,6,1.8,2,1988,5378,1,0,1,4,Gas,99.07,4,51.4,26.1,701544,282.88,37,0
617,75002,1940,3,2.7,1,1958,11105,0,0,0,4,Gas,0.0,117,91.3,38.4,619483,319.32,67,0
618,75013,2602,5,3.7,2,1978,8662,3,0,0,4,Gas,439.63,147,48.3,24.2,1061134,407.81,47,0
619,75013,2865,4,1.6,2,1997,7532,1,0,0,3,Gas,0.0,147,79.1,27.8,1042799,363.98,28,0
620,75002,3160,5,1.0,1,2022,19352,2,0,0,3,Gas,0.0,146,55.6,40.3,1077399,340.95,3,1
621,75013,3165,2,2.2,1,1981,6218,1,1,0,3,Gas,0.0,68,69.1,29.9,1175080,371.27,44,0
622,75010,2033,7,2.7,2,1966,3620,3,0,1,4,Gas,0.0,71,56.6,22.5,895782,440.62,59,0
623,75009,1915,7,4.0,1,2014,8442,1,1,1,4,Solar,128.46,153,73.5,0.0,510736,266.7,11,0
624,75013,1953,3,1.0,2,1950,1286,1,0,1,2,Gas,150.46,50,94.2,33.6,784033,401.45,75,0
625,75013,400,4,2.7,2,1959,8009,1,0,0,4,Electric,0.0,182,99.0,35.1,340221,850.55,66,0
626,75006,2419,2,3.5,1,2023,11398,2,0,1,3,Gas,562.07,132,67.5,44.1,636558,263.15,2,1
627,75010,3410,8,4.7,1,1954,5423,1,0,0,3,Gas,0.0,99,60.5,59.7,1287194,377.48,71,0
628,75009,2340,1,3.1,1,1957,7240,1,0,0,2,None,0.0,78,79.9,19.9,501913,214.49,68,0
629,75006,1147,3,2.7,1,1989,9222,3,0,0,4,Gas,0.0,33,93.2,39.4,404762,352.89,36,0
630,75002,1403,6,3.6,2,1954,3351,2,0,0,5,Electric,320.11,189,74.5,35.6,647183,461.29,71,0
631,75007,1437,5,3.9,2,1993,1356,2,0,0,5,Electric,59.62,170,60.6,7.8,605854,421.61,32,0
632,75002,2994,2,2.5,1,1954,11972,2,1,0,3,Gas,0.0,25,87.3,25.3,1027938,343.33,71,0
633,75006,2301,5,2.4,1,1983,11549,2,0,1,3,Electric,0.0,75,67.8,58.7,781832,339.78,42,0
634,75013,2383,4,2.8,2,1977,5327,1,0,0,4,Gas,640.24,188,92.0,26.2,945947,396.96,48,0
635,75007,2212,4,3.7,1,2014,10323,2,0,0,4,Gas,0.0,153,63.5,31.7,764164,345.46,11,0
636,75010,1333,4,3.3,1,1954,12192,1,0,1,3,Electric,319.57,26,64.7,60.3,530322,397.84,71,0
637,75006,1434,5,3.4,1,2018,2889,2,0,1,2,Gas,0.0,160,50.7,11.2,502257,350.25,7,0
638,75013,2408,4,2.3,1,2011,778,2,0,0,3,Gas,648.6,150,63.9,43.6,977127,405.78,14,0
639,75010,2052,3,2.7,1,1961,4148,1,0,0,3,Electric,0.0,28,56.9,26.7,902919,440.02,64,0
640,75002,885,4,3.2,1,1956,9040,2,0,1,3,Gas,0.0,10,55.7,47.5,425468,480.75,69,0
641,75001,2472,4,2.9,1,2014,8972,1,0,1,4,Electric,0.0,103,38.1,34.5,850326,343.98,11,0
642,75013,2850,3,2.5,2,1974,300,3,0,0,3,Gas,766.96,126,67.0,59.2,1078433,378.4,51,0
643,75013,2004,3,1.4,2,1979,5988,1,0,0,3,Gas,0.0,19,64.4,35.1,833089,415.71,46,0
644,75009,1810,1,2.7,2,2003,4310,2,0,0,3,Electric,766.49,62,88.5,17.9,472953,261.3,22,0
645,75001,2819,3,3.1,2,1982,9189,3,0,1,2,Electric,0.0,144,65.9,28.2,883241,313.32,43,0
646,75002,1883,2,3.2,2,1956,7460,1,0,1,3,Solar,0.0,85,52.6,36.3,642427,341.17,69,0
647,75010,1632,2,3.5,2,2021,5538,2,1,0,4,Electric,0.0,50,79.9,46.7,652128,399.59,4,1
648,75013,1077,4,1.4,1,2000,6989,2,0,1,4,Gas,0.0,31,64.3,7.1,601663,558.65,25,0
649,75007,1705,4,2.7,2,1955,7702,1,0,1,5,Gas,0.0,108,32.1,5.1,498258,292.23,70,0
650,75006,3120,3,3.7,2,2012,8652,1,0,1,2,Gas,0.0,57,75.5,43.5,789284,252.98,13,0
651,75002,2698,8,2.9,1,2008,5254,1,0,1,4,Solar,0.0,21,58.5,40.4,907128,336.22,17,0
652,75001,2072,6,2.7,1,1956,8158,3,0,1,3,Electric,0.0,15,67.7,46.1,730716,352.66,69,0
653,75001,1996,7,2.4,1,2016,12656,2,1,0,4,Solar,0.0,127,69.1,44.8,984649,493.31,9,0
654,75013,2594,3,2.4,2,2024,5531,1,0,1,2,Electric,0.0,68,88.5,44.1,993928,383.16,1,1
655,75010,2061,5,3.2,1,1984,5786,1,0,1,3,Gas,276.54,148,79.1,25.8,805187,390.68,41,0
656,75002,1242,5,3.0,2,1981,5610,2,1,1,3,Electric,0.0,161,63.8,8.7,511281,411.66,44,0
657,75002,2087,3,2.5,2,2019,6975,2,0,0,3,None,0.0,139,74.0,45.1,774275,371.0,6,0
658,75010,2105,8,3.4,2,1979,4974,2,0,0,5,Gas,0.0,4,21.4,22.8,893348,424.39,46,0
659,75010,2008,1,3.3,1,1992,10423,1,0,1,3,Electric,0.0,142,57.8,34.9,762929,379.94,33,0
660,75010,2154,2,2.8,1,2011,5099,2,0,1,2,Electric,0.0,160,60.2,45.0,831155,385.87,14,0
661,75002,1584,7,2.7,2,1961,14208,1,0,1,2,Gas,0.0,48,52.5,41.7,646129,407.91,64,0
662,75013,2093,1,1.0,1,1989,2485,3,0,1,3,Gas,633.67,178,71.6,10.8,721961,344.94,36,0
663,75002,1038,8,2.8,1,2000,9457,2,0,1,5,Solar,0.0,70,55.0,40.9,582193,560.88,25,0
664,75009,1448,3,2.6,1,1999,7516,1,0,0,4,Gas,0.0,9,49.6,53.3,413826,285.79,26,0
665,75009,1854,4,2.7,1,1963,5485,0,0,0,3,Solar,0.0,195,67.8,52.8,483267,260.66,62,0
666,75013,2362,1,2.5,1,1994,12764,1,0,0,3,Gas,0.0,10,92.3,23.4,963686,408.0,31,0
667,75010,1822,3,2.8,2,1962,4095,1,0,1,4,Gas,0.0,176,98.9,29.9,803009,440.73,63,0
668,75009,2264,3,2.6,1,1967,5926,2,0,1,5,Gas,0.0,71,60.0,54.9,576936,254.83,58,0
669,75009,2614,3,2.7,2,2022,4103,2,0,1,5,Solar,547.21,95,74.0,48.0,650981,249.04,3,1
670,75010,3452,1,2.8,2,1954,9645,1,0,1,4,Gas,0.0,107,28.5,24.9,1088630,315.36,71,0
671,75001,1824,1,2.1,2,1975,11413,0,1,0,1,Gas,0.0,61,66.9,68.8,583373,319.83,50,0
672,75001,1614,1,2.5,1,2024,7304,2,0,1,5,Solar,0.0,109,53.6,32.8,702834,435.46,1,1
673,75013,2023,8,2.5,2,1995,8236,1,0,1,1,Electric,212.7,128,63.6,47.8,785456,388.26,30,0
674,75007,2119,2,1.5,1,1984,15774,3,0,0,4,Gas,0.0,38,16.0,47.4,692820,326.96,41,0
675,75006,2328,5,3.0,2,1992,5063,1,0,1,4,Electric,0.0,17,88.4,37.6,804382,345.52,33,0
676,75006,2488,5,2.1,1,1972,3639,1,0,0,4,Solar,0.0,167,67.3,21.5,788849,317.06,53,0
677,75010,1831,4,3.1,2,2006,4548,1,0,0,3,Solar,0.0,137,48.9,41.6,713348,389.59,19,0
678,75006,2436,5,3.4,1,1952,3065,1,0,0,5,Gas,0.0,189,55.8,53.0,654091,268.51,73,0
679,75010,2049,2,2.1,1,2001,8911,3,0,0,5,Solar,737.99,108,85.1,32.2,775703,378.58,24,0
680,75007,2736,1,1.9,2,2006,4276,2,0,1,3,Electric,0.0,165,67.9,18.8,672396,245.76,19,0
681,75010,1833,4,4.0,1,1990,13677,1,0,1,3,Electric,0.0,183,59.3,39.8,729721,398.1,35,0
682,75001,2084,3,2.7,2,1975,6499,1,0,1,2,Gas,0.0,115,62.8,22.7,695594,333.78,50,0
683,75007,2162,4,2.6,1,2020,3342,2,0,1,3,Gas,686.78,94,83.5,32.6,582351,269.36,5,1
684,75007,2680,1,3.3,1,1974,9931,1,0,1,4,Solar,0.0,45,68.7,54.9,728779,271.93,51,0
685,75002,1998,3,1.8,1,1971,6388,1,0,0,3,Gas,0.0,134,78.7,41.0,658970,329.81,54,0
686,75013,1378,4,2.5,1,1963,8801,1,0,1,2,Solar,0.0,115,72.4,46.4,565788,410.59,62,0
687,75013,983,3,2.1,2,1987,920,1,0,0,3,Gas,0.0,16,68.7,33.2,538417,547.73,38,0
688,75007,2620,4,2.4,1,1955,14544,2,0,0,3,Gas,532.94,127,55.8,18.3,751277,286.75,70,0
689,75001,2384,4,2.9,2,1978,7576,2,0,0,4,Electric,701.84,124,74.9,5.4,922296,386.87,47,0
690,75002,2997,8,2.2,2,1981,1336,2,0,1,3,Gas,0.0,193,66.1,46.6,906543,302.48,44,0
691,75002,2055,1,2.3,1,2008,6378,2,0,1,3,Electric,624.34,66,71.3,65.6,631725,307.41,17,0
692,75007,2052,6,2.6,2,1966,6876,2,0,1,3,Gas,0.0,32,64.0,51.1,643370,313.53,59,0
693,75006,2108,2,3.6,1,1978,11806,2,0,1,3,Gas,0.0,62,72.1,52.5,665078,315.5,47,0
694,75010,1678,3,3.2,2,2018,7830,1,0,0,3,Gas,0.0,141,66.5,12.9,826098,492.31,7,0
695,75007,1578,2,3.2,2,2020,5318,2,0,0,3,Solar,0.0,73,76.3,36.9,526467,333.63,5,1
696,75013,2263,4,3.1,1,2007,9758,0,0,0,3,Electric,0.0,90,81.6,27.8,973417,430.14,18,0
697,75013,2709,4,2.9,1,1995,3428,1,0,1,3,Gas,0.0,57,57.4,41.1,1033842,381.63,30,0
698,75002,2362,2,1.1,2,1958,2883,2,0,0,5,Gas,0.0,103,83.9,48.4,676990,286.62,67,0
699,75009,1711,5,3.0,2,1950,12739,2,0,1,4,Gas,0.0,124,44.0,58.9,501177,292.91,75,0
700,75010,2255,4,3.3,2,2022,6797,1,0,1,1,Gas,0.0,104,75.1,35.6,864157,383.22,3,1
701,75013,2106,3,3.0,1,1950,9059,1,0,1,3,Gas,0.0,94,78.0,53.1,914493,434.23,75,0
702,75002,1662,5,2.1,1,1966,4747,1,0,1,3,Gas,0.0,97,73.3,31.1,561012,337.55,59,0
703,75010,1266,3,3.3,2,1987,4636,3,1,1,5,Gas,0.0,6,85.1,46.5,673575,532.05,38,0
704,75001,1502,7,1.5,2,2002,414,1,0,0,2,Electric,0.0,26,58.9,49.5,591397,393.74,23,0
705,75013,2717,6,2.8,1,1986,9573,2,0,1,3,Gas,0.0,146,59.8,65.6,1009006,371.37,39,0
706,75001,2152,4,3.3,1,1960,7182,0,0,1,3,Gas,0.0,42,47.8,37.5,731715,340.02,65,0
707,75010,1635,5,2.7,1,1984,3975,1,0,1,3,None,291.68,102,72.6,32.2,823823,503.87,41,0
708,75013,2046,6,2.4,2,1991,587,1,0,1,3,Gas,0.0,124,65.0,74.3,901822,440.77,34,0
709,75009,2367,4,1.9,1,2009,8644,1,0,0,1,Gas,0.0,43,59.3,24.7,520089,219.72,16,0
710,75002,1676,5,2.8,1,1976,5927,2,0,1,3,Solar,0.0,54,48.7,29.9,780241,465.54,49,0
711,75009,1541,7,3.8,1,1978,2926,2,0,1,3,Solar,0.0,161,57.3,32.9,452678,293.76,47,0
712,75009,934,7,1.9,1,1950,8348,2,1,0,3,Solar,0.0,30,47.2,33.3,375751,402.3,75,0
713,75010,2653,3,3.3,2,1968,10447,1,0,0,3,Electric,0.0,135,89.8,44.8,1124980,424.04,57,0
714,75002,2353,7,1.4,2,1962,9993,0,0,1,3,Electric,0.0,113,69.1,40.2,830469,352.94,63,0
715,75013,2402,4,4.0,2,1956,4779,2,0,0,1,None,0.0,116,61.9,35.5,905707,377.06,69,0
716,75009,2337,3,3.5,1,1966,8836,1,0,1,4,Gas,0.0,98,61.6,45.9,549024,234.93,59,0
717,75001,783,4,2.5,1,1968,7934,1,0,1,5,Electric,0.0,1,61.0,43.9,506927,647.42,57,0
718,75010,2066,7,2.1,2,2004,6088,2,0,1,3,Gas,628.37,99,69.0,37.4,831406,402.42,21,0
719,75002,2270,8,3.1,1,1992,4073,0,0,1,5,Electric,0.0,78,36.5,54.1,712059,313.68,33,0
720,75001,2042,2,2.0,1,1970,2109,1,0,1,2,Gas,0.0,126,50.3,52.1,649260,317.95,55,0
721,75009,589,5,1.0,2,1986,2135,2,0,0,3,Electric,0.0,148,54.5,14.6,270888,459.91,39,0
722,75010,1925,4,2.3,1,2016,904,1,0,1,5,Electric,0.0,53,37.7,29.4,789879,410.33,9,0
723,75013,1846,1,1.5,1,2013,14309,2,0,1,3,Gas,0.0,92,41.9,52.6,782719,424.01,12,0
724,75001,2623,5,1.2,1,1968,3583,3,0,0,2,Electric,0.0,159,57.4,65.1,978232,372.94,57,0
725,75010,1938,2,1.4,1,2013,4273,2,0,0,2,Gas,0.0,143,68.5,49.7,623450,321.7,12,0
726,75010,1688,4,2.7,2,1985,6640,1,0,1,5,Gas,0.0,34,32.8,20.6,753528,446.4,40,0
727,75002,1688,5,3.0,2,1983,7613,2,0,1,4,Gas,0.0,138,55.0,58.1,604279,357.99,42,0
728,75013,2434,5,1.4,2,1971,10672,2,0,1,3,Electric,690.15,73,61.7,36.2,917556,376.97,54,0
729,75002,2404,5,2.2,2,2013,6267,1,0,0,4,Gas,0.0,194,52.4,75.8,899231,374.06,12,0
730,75001,1872,3,3.3,2,1963,1833,3,0,1,4,Gas,0.0,33,66.8,20.2,756603,404.17,62,0
731,75009,1761,4,3.0,2,1980,6366,3,0,0,2,Electric,0.0,69,62.9,37.3,454920,258.33,45,0
732,75010,619,5,2.1,2,1962,6786,1,0,0,3,Electric,0.0,132,61.5,23.2,374896,605.65,63,0
733,75002,775,1,1.1,1,1990,8548,2,0,1,4,Gas,0.0,20,64.8,19.5,331380,427.59,35,0
734,75006,1499,7,3.6,2,2002,8851,1,0,0,4,Gas,0.0,39,56.4,40.3,516109,344.3,23,0
735,75009,1914,8,1.4,1,1989,9745,3,0,0,1,Electric,0.0,198,100.0,43.1,494343,258.28,36,0
736,75013,1525,2,2.2,2,2010,9220,1,1,1,2,Electric,0.0,27,63.7,24.9,697440,457.34,15,0
737,75010,1092,5,1.0,1,1970,8538,2,0,0,3,Electric,420.83,63,87.9,27.1,541225,495.63,55,0
738,75002,1978,6,1.6,1,2021,10274,2,0,0,1,Electric,160.71,2,65.8,61.5,673451,340.47,4,1
739,75002,1987,1,2.4,1,1962,1610,1,0,1,4,Gas,0.0,157,43.8,29.7,701456,353.02,63,0
740,75009,2786,3,2.7,1,1978,7700,2,0,1,4,Gas,0.0,106,50.3,44.8,599228,215.09,47,0
741,75010,1785,6,4.1,1,1992,11026,1,0,0,3,Electric,0.0,133,72.3,32.8,764391,428.23,33,0
742,75009,1859,5,3.4,2,1962,10973,2,0,0,3,Electric,0.0,41,95.6,4.9,513967,276.47,63,0
743,75009,1570,6,2.8,2,2010,11248,2,0,0,3,Gas,0.0,190,68.4,53.3,509158,324.3,15,0
744,75009,3562,3,1.5,1,1951,4591,3,0,1,3,Electric,0.0,137,71.2,33.0,706946,198.47,74,0
745,75010,2387,5,1.0,2,1985,3043,2,0,1,4,Gas,0.0,50,76.9,30.3,796200,333.56,40,0
746,75009,1503,8,3.6,2,2012,5101,1,0,0,5,Electric,705.25,166,46.9,38.0,496585,330.4,13,0
747,75013,818,5,4.6,2,1950,5499,1,0,0,3,None,532.27,26,53.5,66.8,467866,571.96,75,0
748,75013,1227,4,1.0,1,2011,5144,1,0,1,3,Electric,0.0,82,54.6,25.1,690313,562.6,14,0
749,75013,1448,2,3.3,1,2023,6503,1,0,1,3,Gas,0.0,161,69.4,24.7,726166,501.5,2,1
750,75010,1183,2,1.9,2,1987,8463,1,0,0,3,Gas,671.37,85,46.8,46.1,466549,394.38,38,0
751,75002,1929,3,3.2,2,2014,7927,2,0,0,3,Gas,0.0,194,65.7,40.4,745989,386.72,11,0
752,75006,1390,3,3.8,1,2001,8490,1,0,1,5,None,0.0,128,65.2,44.5,474934,341.68,24,0
753,75002,1037,1,1.6,1,2018,4848,2,0,0,5,Gas,0.0,124,60.3,8.8,458044,441.7,7,0
754,75010,2383,3,2.6,2,2002,3492,0,0,1,4,Solar,0.0,108,70.1,11.6,927457,389.2,23,0
755,75006,1075,3,2.5,2,2011,7002,1,0,1,4,Gas,0.0,148,53.1,38.0,464550,432.14,14,0
756,75010,468,3,2.1,1,1961,6338,2,0,0,5,Gas,309.16,22,74.2,73.5,380761,813.59,64,0
757,75001,2562,2,2.2,2,2009,8424,1,0,0,4,Gas,0.0,116,69.4,41.4,892137,348.22,16,0
758,75010,3074,4,2.4,1,2002,6564,1,0,1,2,Gas,0.0,94,59.4,34.1,1056991,343.85,23,0
759,75009,2024,3,3.2,1,2002,8762,0,1,1,3,Gas,0.0,78,74.0,17.2,560995,277.17,23,0
760,75010,2412,4,2.6,1,1990,9576,3,0,0,5,Solar,0.0,183,55.3,33.9,941908,390.51,35,0
761,75007,2403,4,2.5,2,2024,4799,3,0,1,5,Gas,0.0,67,78.0,60.3,766569,319.0,1,1
762,75009,3413,6,3.4,1,2002,1508,1,0,1,2,Gas,0.0,197,47.2,54.2,762967,223.55,23,0
763,75009,1406,5,4.6,1,1975,10542,2,1,1,4,Solar,0.0,169,72.2,39.2,464277,330.21,50,0
764,75013,1728,1,1.7,1,1997,7395,2,0,0,2,Gas,223.74,94,58.6,59.4,767749,444.3,28,0
765,75010,1737,3,2.4,1,1985,5240,0,0,1,3,Electric,0.0,165,53.1,32.7,742340,427.37,40,0
766,75009,2033,3,2.1,2,2017,7607,2,0,0,5,Electric,0.0,122,52.7,61.5,537733,264.5,8,0
767,75002,1876,1,2.1,1,1996,12847,1,0,1,1,Electric,0.0,144,42.3,15.1,544615,290.31,29,0
768,75013,1951,3,3.1,2,1960,14943,0,0,1,3,Electric,0.0,136,58.4,28.1,800483,410.29,65,0
769,75002,2086,6,1.0,2,1986,6751,2,0,0,2,Gas,0.0,168,76.0,32.4,544831,261.18,39,0
770,75010,3187,2,2.5,1,1999,8590,3,0,0,5,Gas,0.0,68,38.6,27.8,999163,313.51,26,0
771,75013,2164,2,2.3,1,1982,9853,1,0,0,4,Gas,0.0,98,69.8,39.8,935044,432.09,43,0
772,75002,2498,4,1.8,2,2014,9637,1,1,0,4,Gas,0.0,62,59.3,53.7,841097,336.71,11,0
773,75002,2401,3,2.9,2,1967,2445,1,1,0,3,Solar,0.0,92,62.5,43.6,786225,327.46,58,0
774,75013,2214,5,1.6,1,1990,10930,2,1,1,5,Gas,0.0,53,63.4,23.5,1121775,506.67,35,0
775,75010,1840,3,2.1,1,2021,5547,1,0,0,5,Electric,0.0,123,73.1,2.8,798005,433.7,4,1
776,75006,2483,4,1.6,2,1951,6328,1,0,1,3,Solar,0.0,9,56.9,18.6,768713,309.59,74,0
777,75002,950,6,1.8,2,1988,2425,2,0,0,2,Solar,0.0,52,63.7,19.3,496720,522.86,37,0
778,75001,2924,4,2.9,1,1996,6856,2,0,1,3,Gas,0.0,58,88.2,57.9,975431,333.59,29,0
779,75013,2401,7,3.0,1,2023,8969,3,0,1,3,Gas,132.84,136,48.2,69.5,1043916,434.78,2,1
780,75010,2060,5,4.0,2,1996,11942,0,0,1,3,Solar,0.0,136,74.6,41.3,871207,422.92,29,0
781,75013,1992,1,2.9,2,1982,9543,1,1,0,3,None,0.0,29,61.0,46.1,921398,462.55,43,0
782,75009,2132,6,1.0,1,1955,6029,3,0,0,4,None,0.0,20,82.1,43.1,533594,250.28,70,0
783,75001,2488,5,1.0,1,2005,6827,2,1,0,4,None,0.0,143,54.1,25.0,867634,348.73,20,0
784,75001,2278,5,1.6,2,1974,12429,1,0,0,4,Electric,0.0,84,71.8,38.0,837703,367.74,51,0
785,75006,2819,3,2.7,2,1980,6381,2,0,1,3,Gas,0.0,21,48.1,38.7,772429,274.01,45,0
786,75013,3029,3,3.5,1,2016,6343,1,0,1,3,Electric,0.0,173,72.6,50.3,1062258,350.7,9,0
787,75013,2656,4,3.6,1,2023,7108,1,0,0,3,Gas,0.0,175,41.3,34.8,1130821,425.76,2,1
788,75010,1105,8,2.4,1,1959,11865,2,0,1,3,Gas,0.0,175,51.1,44.5,571853,517.51,66,0
789,75002,1687,2,2.5,1,1983,7873,1,0,1,3,Electric,0.0,26,49.9,38.8,618134,366.41,42,0
790,75007,2586,5,3.8,1,2017,7831,1,0,0,3,Solar,0.0,186,63.1,51.2,792796,306.57,8,0
791,75002,3278,1,2.1,2,2008,7961,0,0,0,3,Electric,0.0,21,54.6,36.6,998222,304.52,17,0
792,75002,1648,7,3.3,2,1983,2381,1,0,0,2,Gas,0.0,146,81.0,67.8,636332,386.12,42,0
793,75010,2360,6,3.3,1,2018,3628,1,1,0,2,Electric,0.0,47,68.8,18.8,860337,364.55,7,0
794,75007,2737,7,2.1,1,2019,2399,2,0,1,5,Gas,0.0,83,59.5,36.3,893982,326.63,6,0
795,75006,2064,2,2.2,1,1973,6584,3,0,1,3,Gas,0.0,11,75.0,23.2,591077,286.37,52,0
796,75001,1269,8,3.6,1,2022,12211,1,0,0,5,Gas,0.0,19,62.0,30.1,723856,570.41,3,1
797,75009,3173,4,2.2,1,2012,7066,2,0,1,4,Electric,0.0,102,73.0,18.5,778496,245.35,13,0
798,75006,1479,4,2.2,1,2006,10903,2,0,1,4,Gas,206.76,133,64.9,37.1,542052,366.5,19,0
799,75006,1556,6,2.1,2,2004,10154,1,0,1,5,Electric,0.0,80,81.2,46.3,568451,365.33,21,0
800,75006,2161,2,2.5,2,1988,4687,1,0,0,4,Gas,0.0,166,53.6,31.4,650769,301.14,37,0
801,75006,2033,3,2.1,2,1991,9657,2,0,1,3,Gas,0.0,70,79.5,25.9,700224,344.43,34,0
802,75009,1450,7,3.8,1,1956,5817,0,0,1,4,Gas,0.0,67,64.4,45.6,404942,279.27,69,0
803,75001,3006,6,2.7,1,1957,2208,2,0,0,3,Gas,75.39,94,70.8,28.8,866308,288.19,68,0
804,75010,2312,7,2.9,1,1952,3683,2,0,0,4,Electric,258.65,61,46.9,35.3,948292,410.16,73,0
805,75013,2543,2,1.1,1,1985,7067,1,1,1,1,Gas,0.0,118,84.4,38.2,1001924,393.99,40,0
806,75009,1974,2,2.7,2,1953,3689,0,0,1,3,Solar,677.86,92,77.3,59.7,452221,229.09,72,0
807,75002,1996,1,1.1,1,1976,15038,1,0,1,3,Solar,0.0,93,53.1,52.1,570056,285.6,49,0
808,75013,2794,1,3.2,1,1981,10253,1,0,1,2,Electric,492.14,57,94.8,46.3,1025368,366.99,44,0
809,75006,1688,6,2.4,1,1952,6722,3,0,0,3,None,700.85,46,73.1,15.2,567810,336.38,73,0
810,75010,1786,4,1.7,2,1995,9351,0,0,0,4,Solar,0.0,103,81.2,58.4,678860,380.1,30,0
811,75010,2280,2,3.5,1,1994,9895,1,0,1,4,Electric,0.0,72,41.0,26.0,902722,395.93,31,0
812,75007,2543,3,2.7,1,2004,8390,3,0,0,5,Gas,0.0,126,69.4,46.0,673539,264.86,21,0
813,75002,2544,5,2.3,2,2005,10238,2,0,1,2,Gas,0.0,182,32.2,34.3,809117,318.05,20,0
814,75013,1435,8,2.9,2,1983,6139,1,1,1,3,Gas,0.0,55,77.9,54.1,661434,460.93,42,0
815,75001,1350,6,2.0,1,1999,10880,2,0,0,4,Electric,0.0,130,34.4,5.3,651176,482.35,26,0
816,75007,1491,4,1.1,1,1978,8972,0,0,0,5,Electric,0.0,29,62.4,44.2,443421,297.4,47,0
817,75002,2530,3,1.6,1,2020,9299,1,0,0,2,Solar,0.0,109,88.2,32.7,877322,346.77,5,1
818,75002,2530,4,2.4,1,1997,5887,1,0,0,2,Gas,0.0,151,99.4,37.9,846883,334.74,28,0
819,75010,2192,2,2.7,1,1983,4568,0,0,0,4,Gas,0.0,49,36.0,44.5,703217,320.81,42,0
820,75006,2178,7,1.6,1,1977,4771,1,0,0,4,Gas,0.0,193,48.9,53.5,642112,294.82,48,0
821,75001,1009,7,2.1,1,1996,8528,1,0,0,4,Gas,0.0,44,53.7,36.7,553307,548.37,29,0
822,75002,2191,6,2.2,1,2021,6811,1,0,1,5,Gas,330.79,161,64.5,40.3,782055,356.94,4,1
823,75013,1056,7,2.1,1,1951,4060,2,0,1,2,Electric,0.0,125,78.0,41.5,650000,615.53,74,0
824,75013,2495,4,1.7,2,2010,9675,2,0,0,2,Gas,0.0,136,91.5,45.2,1037943,416.01,15,0
825,75002,1811,3,2.3,2,1999,9941,1,0,1,5,Electric,0.0,193,45.7,57.1,658462,363.59,26,0
826,75010,2145,5,4.1,1,1963,8200,2,0,0,3,Solar,716.23,86,48.3,77.5,994784,463.77,62,0
827,75001,1872,5,2.4,1,1978,6593,1,0,0,2,Electric,0.0,198,85.2,54.4,622091,332.31,47,0
828,75010,1952,4,2.5,1,1978,3380,2,0,1,3,Gas,0.0,157,78.0,11.2,915765,469.14,47,0
829,75007,1332,1,2.0,1,1980,9388,2,0,0,3,Gas,0.0,65,77.1,36.3,418517,314.2,45,0
830,75013,1899,2,1.8,1,2011,4954,2,0,0,3,Gas,599.88,159,71.8,34.0,812763,428.0,14,0
831,75006,1962,3,2.3,2,2023,7450,2,1,1,3,Gas,510.6,184,93.7,50.5,643853,328.16,2,1
832,75013,2124,3,2.8,2,1966,12864,1,0,1,4,Electric,0.0,40,54.5,38.8,957607,450.85,59,0
833,75009,2327,5,3.4,1,1994,4369,1,1,0,3,Gas,0.0,29,63.9,37.7,576941,247.93,31,0
